transaction_real_price,city,exclusive_use_area,floor,total_parking_capacity_in_site,total_household_count_in_sites,apartment_building_count_in_sites,heat_type,heat_fuel,front_door_structure,supply_area,total_household_count_of_area_type,room_count,bathroom_count
490000000,1,47.94,3,783.0,1368,15,district,cogeneration,corridor,65.01,0,2.0,1.0
1610000000,1,84.93,25,3893.0,2444,28,district,cogeneration,stairway,113.7,532,3.0,2.0
124000000,0,77.85,5,812.0,738,8,individual,gas,stairway,97.34,158,3.0,2.0
170000000,1,44.52,2,1402.0,2002,16,individual,gas,corridor,59.2,540,2.0,1.0
330000000,1,84.88,5,134.0,114,1,individual,gas,corridor,153.52,54,3.0,2.0
452000000,0,179.97,9,857.0,375,14,district,cogeneration,stairway,218.21,70,3.0,2.0
142000000,0,59.9675,10,513.0,528,8,individual,gas,stairway,81.22,218,3.0,2.0
810000000,0,125.4155,23,4599.0,2752,14,individual,gas,stairway,166.76,470,4.0,2.0
590000000,1,137.42,6,955.0,1089,8,central,gas,corridor,146.38,67,4.0,2.0
930000000,1,72.51,3,4026.0,3590,99,central,gas,stairway,72.73,1490,3.0,1.0
165000000,1,36.16,14,1710.0,1710,10,central,gas,corridor,52.55,300,2.0,1.0
415000000,0,107.63,32,774.0,544,2,individual,gas,stairway,144.73,156,4.0,2.0
380000000,1,59.912,6,2554.0,2462,31,individual,gas,stairway,85.25,370,3.0,1.0
380000000,1,84.9,10,819.0,772,2,individual,gas,stairway,112.4,58,3.0,1.0
300000000,0,131.63,1,191.0,239,1,individual,gas,stairway,157.94,43,4.0,2.0
145000000,0,84.99,2,1070.0,1070,14,district,cogeneration,stairway,107.78,214,3.0,2.0
400000000,1,115.28,1,827.0,686,13,individual,gas,stairway,136.23,79,4.0,2.0
435000000,1,84.96,4,5402.0,5387,49,central,gas,stairway,109.42,676,3.0,2.0
898000000,1,91.5933,15,239.0,160,4,individual,gas,stairway,131.87,16,3.0,2.0
104000000,0,49.32,4,202.0,504,4,individual,gas,corridor,68.13,141,2.0,1.0
170000000,1,59.73,7,529.0,423,4,individual,gas,stairway,77.54,187,3.0,1.0
340000000,0,125.12,28,399.0,266,3,individual,gas,stairway,164.74,99,4.0,2.0
200000000,0,84.93,14,662.0,588,10,district,cogeneration,stairway,113.1,30,3.0,2.0
136000000,0,57.0,9,1197.0,798,8,central,gas,corridor,74.27,228,2.0,1.0
430000000,1,84.98,15,344.0,340,3,individual,gas,stairway,112.4,144,3.0,2.0
348500000,1,59.92,22,2721.0,2002,25,individual,gas,stairway,82.27,709,3.0,1.0
550000000,1,71.49,6,435.0,435,3,district,cogeneration,corridor,92.94,375,3.0,1.0
1080000000,1,134.9883,14,2697.0,1653,29,individual,gas,stairway,171.13,150,4.0,2.0
325000000,0,84.6389,40,1405.0,998,6,individual,gas,stairway,115.1,336,3.0,2.0
135000000,0,60.0,13,637.0,613,8,individual,gas,stairway,76.34,202,3.0,2.0
558000000,1,59.9,9,382.0,303,9,individual,gas,stairway,78.51,66,3.0,2.0
688000000,0,244.84900000000002,15,4515.0,2637,30,individual,gas,stairway,306.49,94,5.0,3.0
95000000,0,84.92,6,49.0,210,2,individual,gas,stairway,100.53,75,3.0,2.0
380000000,1,84.64,10,1855.0,1605,25,individual,gas,stairway,109.23,792,3.0,2.0
900000000,1,84.77600000000001,10,672.0,707,12,individual,gas,stairway,109.09,119,3.0,2.0
195000000,1,44.52,6,2328.0,2328,18,district,cogeneration,corridor,59.2,540,2.0,1.0
319000000,0,85.0,3,1578.0,922,9,individual,gas,stairway,108.06,150,3.0,2.0
350000000,1,84.74,20,92.0,109,1,individual,gas,stairway,110.34,80,3.0,2.0
235000000,0,59.8,7,1833.0,1812,20,individual,gas,corridor,78.79,755,3.0,1.0
305000000,1,84.56,1,,440,5,individual,gas,corridor,100.18,130,3.0,1.0
255000000,1,59.82,6,882.0,795,9,individual,gas,corridor,85.16,354,3.0,1.0
346890000,0,127.24,23,1066.0,690,4,individual,gas,stairway,160.38,2,3.0,2.0
555000000,1,134.33,7,451.0,420,5,individual,gas,stairway,163.39,104,4.0,2.0
409000000,1,59.92,7,551.0,657,7,district,cogeneration,stairway,83.98,114,3.0,2.0
220000000,0,84.82,16,144.0,214,2,individual,gas,stairway,119.67,86,3.0,2.0
216000000,0,59.9115,16,4697.0,3462,49,individual,gas,stairway,81.59,0,3.0,2.0
530000000,1,84.6,15,344.0,329,2,individual,gas,corridor,125.62,28,3.0,2.0
38000000,0,48.63,2,171.0,295,1,individual,-,corridor,65.22,78,3.0,1.0
450000000,1,84.87799999999999,2,1054.0,886,11,individual,gas,stairway,110.77,200,3.0,2.0
72000000,0,59.755,9,183.0,227,1,individual,gas,corridor,78.93,108,3.0,1.0
474000000,1,59.92,15,551.0,657,7,district,cogeneration,stairway,83.98,251,3.0,2.0
400000000,1,84.86,15,185.0,146,1,individual,gas,stairway,116.03,146,3.0,2.0
322500000,0,59.6,10,682.0,824,9,district,cogeneration,stairway,80.33,552,3.0,1.0
138000000,0,79.02,6,,120,2,individual,gas,stairway,94.17,36,3.0,2.0
415000000,1,84.88,20,2123.0,1696,7,central,gas,stairway,109.8,786,3.0,2.0
377000000,1,84.88,6,166.0,136,2,individual,gas,stairway,107.04,136,3.0,2.0
63500000,0,49.32,16,202.0,504,4,individual,gas,corridor,68.13,141,2.0,1.0
250000000,1,54.7,13,902.0,585,5,individual,gas,corridor,72.36,201,2.0,1.0
573000000,1,105.71,16,744.0,444,7,individual,gas,stairway,121.55,18,4.0,2.0
445000000,1,114.81,15,711.0,634,6,central,gas,stairway,142.16,156,4.0,2.0
390000000,1,59.9,15,468.0,583,5,central,gas,corridor,83.52,76,2.0,1.0
89800000,0,59.94,14,1984.0,1848,24,district,cogeneration,stairway,80.14,426,3.0,1.0
934130000,1,131.05,20,805.0,278,3,individual,gas,stairway,163.03,57,3.0,2.0
424000000,1,84.83,8,811.0,486,13,district,cogeneration,stairway,105.31,42,3.0,2.0
177000000,1,59.95,5,1459.0,1371,13,individual,gas,corridor,88.78,557,3.0,1.0
1218000000,1,131.04,15,750.0,615,7,district,cogeneration,stairway,140.69,180,5.0,2.0
475000000,1,84.9,14,1140.0,948,12,central,gas,stairway,105.77,948,3.0,2.0
560000000,1,118.25,2,1299.0,1080,8,central,gas,stairway,137.2,120,4.0,2.0
150000000,0,59.9666,9,402.0,392,4,individual,gas,stairway,81.58,169,3.0,2.0
290000000,1,83.97,10,176.0,126,4,individual,gas,stairway,102.59,29,3.0,2.0
260000000,1,66.9,8,,244,2,individual,gas,stairway,78.45,96,3.0,1.0
280000000,1,52.74,4,174.0,410,5,individual,gas,corridor,72.93,26,2.0,1.0
398000000,1,84.53,11,1581.0,1421,16,district,cogeneration,stairway,107.45,172,3.0,2.0
84000000,1,33.18,1,1650.0,1650,12,district,cogeneration,corridor,47.2,486,2.0,1.0
1345000000,1,84.95,4,4900.0,3696,46,district,cogeneration,stairway,110.84,659,3.0,2.0
470000000,1,83.52,2,674.0,1320,14,central,gas,mixed,109.06,720,3.0,1.0
191500000,1,59.76,16,1664.0,1261,10,individual,gas,corridor,86.19,262,2.0,1.0
215000000,1,49.77,15,2450.0,2462,16,district,gas,corridor,72.73,1268,3.0,1.0
1020000000,1,157.87,12,444.0,444,6,individual,gas,stairway,174.58,132,5.0,2.0
314000000,0,121.48,1,410.0,414,4,individual,gas,stairway,144.17,80,4.0,2.0
307500000,1,84.92,7,347.0,488,6,individual,gas,stairway,103.92,413,3.0,2.0
458000000,1,84.33,7,465.0,414,3,individual,gas,stairway,109.63,171,3.0,2.0
179000000,1,41.3,13,2123.0,2136,17,district,cogeneration,corridor,58.59,540,2.0,1.0
490000000,1,114.99,24,3060.0,2412,31,individual,gas,stairway,146.14,685,4.0,2.0
360000000,1,84.57,25,2504.0,1983,26,individual,gas,stairway,107.57,690,3.0,2.0
230000000,1,59.88,3,1352.0,1352,15,district,cogeneration,stairway,79.43,552,3.0,1.0
300000000,1,84.96,16,708.0,823,5,individual,gas,stairway,103.2,260,3.0,2.0
500000000,1,84.7,1,267.0,252,4,individual,gas,stairway,111.58,34,3.0,2.0
745000000,0,118.3775,10,3942.0,1788,3,central,cogeneration,stairway,173.1,216,3.0,2.0
330000000,1,84.96,8,1459.0,1371,13,individual,gas,stairway,110.12,19,3.0,2.0
804180000,1,114.55,31,937.0,495,3,individual,gas,stairway,162.74,24,3.0,2.0
410000000,1,51.48,12,646.0,1595,19,district,cogeneration,corridor,74.79,720,2.0,1.0
398000000,1,84.76,9,1352.0,1352,15,district,cogeneration,stairway,107.95,520,3.0,2.0
450000000,1,84.78,15,1188.0,1329,16,individual,gas,stairway,102.5,384,3.0,2.0
388000000,0,144.48,3,,1258,15,individual,gas,stairway,179.62,248,4.0,2.0
495000000,1,84.98299999999999,2,635.0,620,22,individual,gas,stairway,109.83,240,3.0,2.0
199000000,0,84.99,20,2716.0,2302,24,individual,gas,stairway,107.86,1028,3.0,2.0
385000000,1,72.6,10,,122,1,central,gas,corridor,76.27,6,2.0,1.0
585000000,1,84.98,12,144.0,127,3,individual,gas,stairway,105.82,41,3.0,2.0
375000000,1,59.99,19,2772.0,3322,32,individual,gas,stairway,81.59,316,3.0,1.0
76000000,0,52.56,2,,442,15,individual,gas,stairway,63.16,164,2.0,1.0
430000000,0,84.99,6,932.0,841,29,individual,gas,stairway,112.8,211,3.0,2.0
290000000,1,84.97,7,3146.0,2810,25,individual,gas,stairway,99.67,1240,3.0,2.0
340000000,1,84.98,5,467.0,433,7,individual,gas,stairway,107.08,25,3.0,2.0
250000000,1,64.4,14,477.0,477,5,individual,gas,corridor,86.93,120,3.0,1.0
370000000,1,84.95100000000001,3,1077.0,976,15,individual,gas,corridor,106.77,445,3.0,2.0
475000000,1,59.76,11,1065.0,833,11,central,gas,stairway,81.91,240,3.0,1.0
113000000,0,59.95,4,1989.0,1901,15,individual,gas,stairway,77.24,809,3.0,1.0
128000000,0,84.9961,19,1989.0,1973,18,individual,gas,stairway,114.9,529,3.0,2.0
71000000,1,35.1,6,,1635,9,individual,gas,corridor,46.57,420,2.0,1.0
650000000,1,131.4,15,1200.0,540,6,district,cogeneration,stairway,154.17,540,4.0,2.0
205000000,0,59.7,6,1037.0,1026,12,individual,gas,stairway,87.9,80,3.0,1.0
360000000,1,59.74,9,470.0,605,6,district,cogeneration,corridor,81.12,516,2.0,1.0
1640000000,1,82.61,12,3930.0,3930,30,district,cogeneration,corridor,119.0,750,4.0,1.0
340000000,1,79.97,1,1230.0,1222,15,central,gas,corridor,107.34,307,4.0,1.0
1100000000,1,84.83,1,468.0,390,2,district,cogeneration,stairway,101.17,330,3.0,1.0
875000000,0,110.477,9,3728.0,1631,3,individual,gas,stairway,161.43,46,3.0,2.0
200000000,1,49.72,2,315.0,696,6,district,cogeneration,corridor,70.89,696,3.0,1.0
810000000,1,114.99,4,1806.0,1497,25,individual,gas,stairway,145.43,82,4.0,2.0
640000000,1,84.85799999999999,7,1108.0,810,17,individual,gas,stairway,111.38,343,3.0,2.0
380000000,1,84.995,17,1103.0,958,15,individual,gas,stairway,105.42,958,3.0,2.0
105000000,0,49.73,23,481.0,799,6,district,cogeneration,corridor,71.13,215,2.0,1.0
380000000,0,145.8,12,946.0,648,1,individual,gas,stairway,198.84,26,5.0,2.0
126000000,1,32.39,1,2123.0,2136,17,district,cogeneration,corridor,45.95,270,1.0,1.0
233000000,0,84.97399999999999,16,2136.0,1424,19,district,cogeneration,corridor,106.93,288,3.0,2.0
135000000,0,84.38,7,350.0,450,2,individual,gas,stairway,102.11,60,3.0,2.0
85000000,0,49.23,3,184.0,245,6,individual,gas,stairway,59.94,1,2.0,1.0
310000000,1,84.97,19,1602.0,1253,15,individual,gas,stairway,109.63,186,3.0,2.0
300000000,1,84.85,7,413.0,591,4,individual,gas,corridor,116.59,146,3.0,1.0
512000000,1,59.84,6,1010.0,919,14,district,cogeneration,stairway,79.38,383,3.0,2.0
500000000,1,72.44,5,713.0,969,11,central,gas,corridor,79.34,84,3.0,1.0
248000000,1,74.105,4,714.0,476,4,individual,gas,stairway,92.49,112,3.0,1.0
337500000,1,64.4,4,870.0,725,7,individual,gas,corridor,90.08,275,2.0,1.0
455000000,1,84.75,8,154.0,140,1,individual,gas,corridor,100.78,64,3.0,2.0
390000000,1,84.589,19,1678.0,1372,26,individual,gas,stairway,107.22,796,3.0,2.0
592000000,1,65.1,17,783.0,1368,15,district,cogeneration,corridor,88.89,0,2.0,1.0
598000000,1,41.98,4,2500.0,5040,124,individual,gas,stairway,42.98,1530,2.0,1.0
360000000,1,59.94,3,1215.0,1215,10,central,gas,corridor,83.98,610,3.0,1.0
325000000,1,59.94,14,255.0,192,3,individual,gas,corridor,83.84,72,3.0,1.0
1015000000,1,122.3,11,1625.0,2280,33,district,cogeneration,stairway,149.47,16,4.0,2.0
348000000,0,84.98,23,1323.0,1190,11,individual,gas,stairway,112.83,414,3.0,2.0
590000000,1,96.83,7,707.0,495,5,district,cogeneration,stairway,126.63,155,3.0,2.0
965000000,1,84.99,12,7876.0,5563,65,district,cogeneration,stairway,109.47,46,3.0,2.0
189000000,1,59.94,12,3940.0,3003,25,individual,gas,stairway,82.42,580,3.0,1.0
385000000,1,84.87,9,2721.0,2002,25,individual,gas,stairway,110.17,577,3.0,2.0
1780000000,1,84.943,23,6075.0,3410,44,district,cogeneration,stairway,116.87,682,3.0,2.0
220000000,1,59.4,10,389.0,520,4,district,cogeneration,corridor,81.9,193,2.0,1.0
114510000,0,84.34,5,1440.0,1780,16,individual,gas,stairway,114.6,510,3.0,2.0
582000000,0,151.9156,43,4599.0,2752,14,individual,gas,stairway,197.66,480,4.0,2.0
250000000,0,85.0,13,,1258,15,individual,gas,stairway,107.97,198,3.0,2.0
69000000,0,49.8,24,287.0,387,2,individual,gas,corridor,65.64,281,2.0,1.0
140000000,0,59.69,10,303.0,299,2,individual,gas,stairway,79.14,130,3.0,1.0
240000000,1,59.99,8,856.0,745,9,individual,gas,corridor,87.09,36,3.0,1.0
235000000,1,84.99600000000001,2,140.0,118,1,individual,gas,stairway,110.51,24,0.0,0.0
273000000,0,84.975,5,1497.0,1280,11,individual,gas,stairway,116.28,382,3.0,2.0
94000000,0,59.99,15,1430.0,1500,10,individual,gas,stairway,75.55,600,3.0,1.0
346000000,1,84.97,2,3940.0,3003,25,individual,gas,mixed,109.57,280,3.0,2.0
358000000,1,89.46,22,1000.0,1000,13,district,cogeneration,stairway,106.59,712,3.0,2.0
270000000,1,68.12,3,832.0,858,9,district,cogeneration,corridor,91.4,738,3.0,1.0
296000000,1,58.01,9,2000.0,2654,27,district,cogeneration,corridor,80.26,492,2.0,1.0
470000000,1,59.82,4,2085.0,1592,15,central,gas,corridor,82.65,300,2.0,1.0
310000000,0,84.93,18,1187.0,1084,11,individual,-,stairway,106.77,438,3.0,1.0
280000000,0,84.98,22,619.0,362,3,individual,gas,stairway,108.11,266,3.0,2.0
510000000,1,84.97,15,2300.0,1981,18,district,cogeneration,stairway,108.85,816,3.0,2.0
78000000,0,49.87,4,,408,6,individual,gas,stairway,61.45,360,2.0,1.0
510000000,1,84.46,1,314.0,330,4,district,cogeneration,stairway,101.82,300,3.0,2.0
555000000,0,83.012,43,3728.0,1631,3,individual,gas,stairway,121.05,56,2.0,2.0
162000000,1,53.16,15,4753.0,3169,30,individual,gas,corridor,73.43,605,2.0,1.0
990000000,1,127.44,21,1453.0,1148,14,individual,gas,stairway,159.92,168,4.0,2.0
240000000,0,59.97,6,227.0,228,2,individual,gas,stairway,79.34,0,3.0,1.0
1010000000,1,84.99,7,7876.0,5563,65,district,cogeneration,stairway,109.26,201,3.0,2.0
515000000,1,84.97,3,3310.0,2517,42,district,cogeneration,stairway,107.49,120,3.0,2.0
271000000,0,84.88,22,220.0,216,2,individual,gas,stairway,115.02,108,3.0,2.0
727000000,1,114.94,9,3384.0,3404,35,individual,gas,stairway,137.26,660,4.0,2.0
305000000,1,59.73,4,576.0,513,7,individual,gas,stairway,81.57,157,3.0,2.0
850000000,1,130.93,1,1316.0,1316,21,district,cogeneration,stairway,152.51,658,4.0,2.0
700000000,1,107.38,8,206.0,114,1,individual,gas,stairway,139.75,75,4.0,2.0
263000000,1,42.93,4,2300.0,2400,18,central,gas,corridor,59.93,270,2.0,1.0
180500000,0,59.997,6,2716.0,2302,24,individual,gas,stairway,80.72,200,2.0,1.0
346710000,0,133.1457,5,440.0,220,4,individual,gas,stairway,163.75,56,4.0,2.0
245000000,1,59.58,22,1351.0,1300,12,individual,gas,stairway,80.63,350,3.0,1.0
210000000,0,59.6,10,682.0,824,9,district,cogeneration,stairway,80.33,552,3.0,1.0
380000000,1,59.74,15,779.0,651,5,individual,gas,corridor,85.62,230,2.0,1.0
725000000,1,114.98,2,2024.0,1142,14,district,cogeneration,stairway,147.9,170,4.0,2.0
452000000,0,84.9,6,1422.0,1422,15,district,cogeneration,corridor,106.48,288,3.0,2.0
268000000,1,84.57,8,,616,4,district,cogeneration,stairway,103.25,318,3.0,2.0
280000000,0,84.9501,15,1582.0,1149,8,individual,gas,stairway,111.11,56,3.0,2.0
276000000,1,84.97,8,638.0,978,10,individual,gas,stairway,102.58,923,3.0,2.0
448000000,1,84.87799999999999,16,1054.0,886,11,individual,gas,stairway,110.77,250,3.0,2.0
400000000,1,70.38,6,224.0,224,1,district,cogeneration,corridor,82.31,85,3.0,1.0
230000000,1,49.75,8,800.0,986,9,individual,gas,corridor,74.84,427,3.0,1.0
462500000,1,84.915,3,1052.0,964,11,individual,gas,stairway,104.44,424,3.0,2.0
380000000,1,59.93,8,250.0,242,4,individual,gas,stairway,81.14,76,3.0,1.0
350000000,1,45.77,11,,750,6,district,cogeneration,corridor,64.11,224,2.0,1.0
680000000,1,133.3,2,550.0,386,5,individual,gas,stairway,166.63,89,4.0,2.0
448000000,1,59.99,5,1346.0,1168,17,individual,gas,stairway,80.89,469,3.0,1.0
845000000,1,84.96799999999999,10,2237.0,2407,30,district,cogeneration,stairway,111.41,138,3.0,2.0
101000000,0,59.75,6,217.0,454,5,individual,-,mixed,78.55,158,3.0,1.0
187500000,0,84.9961,5,1989.0,1973,18,individual,gas,stairway,114.9,529,3.0,2.0
79000000,0,59.9942,14,1989.0,1973,18,individual,gas,stairway,83.14,1444,3.0,2.0
500000000,0,123.307,17,5755.0,3000,15,individual,gas,stairway,164.91,623,4.0,2.0
178000000,0,84.9876,23,658.0,600,6,individual,gas,stairway,113.07,300,3.0,2.0
184000000,1,39.84,10,1650.0,1650,12,district,cogeneration,corridor,56.65,337,2.0,1.0
103500000,0,83.08,12,206.0,297,2,individual,gas,stairway,97.87,166,3.0,2.0
250000000,1,55.72,14,360.0,1980,12,district,cogeneration,,67.21,210,2.0,1.0
138500000,0,84.994,16,902.0,807,8,individual,gas,stairway,112.4,1,3.0,2.0
255000000,0,84.9888,9,522.0,524,6,individual,gas,stairway,105.86,249,3.0,2.0
417000000,1,84.89,3,219.0,210,2,district,cogeneration,stairway,100.85,210,3.0,2.0
1383000000,1,122.867,25,2322.0,617,3,individual,gas,stairway,163.2,178,3.0,2.0
337510000,1,84.79,3,492.0,378,9,district,cogeneration,stairway,107.5,20,3.0,2.0
260000000,1,59.97,1,242.0,434,4,individual,gas,corridor,81.64,210,2.0,1.0
117000000,1,65.42,10,215.0,495,4,individual,gas,corridor,88.94,180,3.0,1.0
218000000,1,58.14,8,646.0,1045,9,district,cogeneration,corridor,79.9,807,3.0,1.0
47000000,0,43.97,1,,425,8,individual,gas,mixed,47.72,35,2.0,1.0
310000000,0,84.99,31,1066.0,690,4,individual,gas,stairway,107.13,85,3.0,2.0
190000000,1,59.88,15,241.0,336,4,individual,gas,corridor,84.58,216,2.0,1.0
94500000,0,84.945,14,100.0,352,2,individual,gas,stairway,103.0,194,3.0,2.0
430000000,1,84.993,7,753.0,690,7,individual,gas,stairway,107.69,194,3.0,2.0
345000000,1,84.9,9,209.0,200,2,individual,gas,stairway,102.28,52,3.0,1.0
448000000,1,59.43,1,2968.0,3710,33,central,gas,corridor,77.92,1260,3.0,1.0
90000000,0,59.97,16,1152.0,998,9,individual,gas,stairway,79.27,92,2.0,1.0
305000000,1,39.53,6,325.0,1162,8,district,cogeneration,corridor,61.27,268,3.0,1.0
84000000,0,59.97,17,931.0,953,8,individual,gas,corridor,83.31,439,2.0,1.0
611670000,1,126.6,14,1804.0,440,4,individual,gas,stairway,155.29,194,3.0,2.0
543000000,0,125.4155,41,4599.0,2752,14,individual,gas,stairway,166.76,470,4.0,2.0
332340000,1,84.65,13,1571.0,1402,16,individual,gas,stairway,118.75,200,3.0,2.0
414000000,0,145.918,25,2381.0,1391,14,individual,gas,stairway,179.62,93,4.0,2.0
900000000,1,84.6099,12,1971.0,1559,22,individual,gas,stairway,109.19,649,3.0,2.0
1000000000,1,124.66,7,1077.0,1094,10,district,cogeneration,stairway,145.2,210,4.0,2.0
199500000,0,84.994,20,902.0,807,8,individual,gas,stairway,112.4,1,3.0,2.0
178000000,1,39.6,4,522.0,1372,6,district,cogeneration,corridor,52.96,520,2.0,1.0
199000000,1,49.94,14,1999.0,2856,32,district,cogeneration,corridor,72.95,360,2.0,1.0
160700000,0,76.72,12,865.0,981,9,individual,gas,stairway,104.97,453,3.0,2.0
408000000,0,84.6389,6,4599.0,2752,14,individual,gas,stairway,113.65,772,3.0,2.0
370000000,1,84.97,1,1267.0,999,18,individual,gas,stairway,112.82,12,3.0,2.0
67000000,0,31.8492,8,178.0,379,1,individual,gas,corridor,43.63,285,1.0,1.0
499000000,1,84.789,8,411.0,362,6,individual,gas,stairway,107.67,362,3.0,2.0
285000000,1,59.25,16,187.0,186,1,individual,gas,corridor,73.95,110,3.0,1.0
310000000,1,84.89,3,247.0,221,2,individual,gas,stairway,109.04,88,3.0,2.0
350000000,1,60.03,8,236.0,296,3,individual,gas,corridor,82.32,296,2.0,1.0
277000000,1,59.2,3,1500.0,2029,23,district,cogeneration,stairway,76.58,60,2.0,1.0
750000000,1,84.78,6,787.0,834,10,district,cogeneration,stairway,107.18,20,3.0,2.0
495000000,1,84.87,15,2616.0,2283,41,district,cogeneration,corridor,111.78,84,3.0,2.0
519000000,1,84.81,7,253.0,199,5,individual,gas,stairway,109.87,47,3.0,2.0
69500000,0,49.73,3,481.0,799,6,district,cogeneration,corridor,71.13,215,2.0,1.0
515000000,1,84.90799999999999,13,2554.0,2462,31,individual,gas,stairway,115.86,220,3.0,2.0
183000000,0,59.585,13,512.0,512,7,district,cogeneration,stairway,77.76,230,3.0,1.0
500000000,1,59.98,9,3310.0,2517,42,district,cogeneration,stairway,79.93,345,3.0,2.0
524000000,1,84.95,14,389.0,292,4,individual,cogeneration,stairway,110.08,19,3.0,2.0
266000000,1,59.92,3,706.0,1313,9,district,cogeneration,corridor,81.14,630,3.0,1.0
1450000000,1,152.843,45,1999.0,1461,3,district,cogeneration,stairway,194.68,10,3.0,2.0
375000000,1,107.91,16,287.0,245,2,individual,gas,stairway,138.34,19,3.0,2.0
255000000,1,84.83,3,273.0,380,3,individual,gas,stairway,103.34,380,3.0,2.0
388000000,1,114.87,7,265.0,225,2,individual,gas,stairway,150.09,47,4.0,2.0
340000000,1,84.65,9,314.0,198,2,individual,gas,stairway,107.77,46,3.0,2.0
200000000,1,49.56,9,486.0,1624,10,district,cogeneration,corridor,69.98,414,3.0,1.0
395000000,0,84.6389,21,4599.0,2752,14,individual,gas,stairway,113.65,772,3.0,2.0
171000000,0,84.88,13,2169.0,2181,15,central,gas,stairway,106.48,694,3.0,2.0
290000000,1,84.83,15,373.0,366,4,individual,gas,stairway,108.6,141,3.0,2.0
303000000,1,49.5,6,619.0,1556,12,district,cogeneration,corridor,66.29,450,3.0,1.0
244500000,1,54.7,12,902.0,919,7,individual,gas,corridor,74.75,156,2.0,1.0
55000000,0,52.11,13,258.0,714,9,individual,gas,corridor,71.74,714,3.0,1.0
183000000,0,59.99,13,481.0,799,6,district,cogeneration,stairway,79.59,494,3.0,1.0
150000000,0,49.96,2,900.0,936,3,individual,gas,corridor,55.37,325,2.0,1.0
120000000,0,49.94,3,326.0,1080,7,individual,gas,corridor,69.1,360,2.0,1.0
546000000,0,131.9004,22,2733.0,1598,19,individual,gas,stairway,166.28,164,3.0,2.0
500000000,1,119.7,15,160.0,110,1,individual,gas,stairway,151.59,60,3.0,2.0
208000000,0,84.92,5,107.0,246,1,individual,gas,stairway,109.09,246,3.0,2.0
477000000,0,110.72,11,2277.0,1728,25,individual,gas,stairway,138.36,682,4.0,2.0
44500000,0,48.72,2,169.0,449,2,individual,gas,corridor,69.09,449,3.0,1.0
260000000,0,84.87,16,1789.0,1669,10,central,gas,stairway,106.77,594,3.0,2.0
